"Place","Region","Confirmed","Deaths","Recovered","Last Update"
"Georgia (country)","Georgia","13","0","0","2020-03-08 13:00:00"
"Florida","USA","13","2","0","2020-03-08 23:30:00 * CTY: Sarasota 1; Hillsborough 2; Santa Rosa 1; Broward 3; Lee 2; Charlotte 1; Okaloosa 1; Volusia 1; Manatee"
"Slovenia","Slovenia","12","0","0","2020-03-08 13:00:00"
"Croatia","Croatia","12","0","0","2020-03-07 15:00:00"
"Argentina","Argentina","12","1","0","2020-03-09 01:00:00"
"Texas","USA","12","0","0","2020-03-08 16:00:00 * CTY: Fort Bend 6; Harris 3; Houston 2; Montgomery 1 (possible case)"
"Saudi Arabia","Saudi Arabia","11","0","0","2020-03-08 13:00:00"
"Macau","Macau","10","0","10","2020-03-07 01:00:00"
"Estonia","Estonia","10","0","0","2020-03-06 14:00:00"
"Philippines","Philippines","10","1","1","2020-03-08 20:00:00"
"Chile","Chile","10","0","0","2020-03-09 01:00:00"
"Azerbaijan","Azerbaijan","9","0","0","2020-03-07 15:00:00"
"Poland","Poland","8","0","0","2020-03-08 20:00:00"
"Colorado","USA","8","0","0","2020-03-07 01:00:00 * CTY: Denver 2; Summit 1; El Paso 1; Douglas 3; Eagle 1; all are presumptive positive"
"Pakistan","Pakistan","7","0","0","2020-03-06 20:00:00"
"Mexico","Mexico","7","0","0","2020-03-08 20:30:00"
"Peru","Peru","7","0","0","2020-03-09 01:00:00"
"Illinois","USA","7","0","2","2020-03-08 21:00:00 * CTY: Chicago 4; Cook 3"
"Georgia","USA","7","0","0","2020-03-08 13:00:00 * CTY: Fulton 4; Floyd 1; Cobb 1; Gwinnett 1"
"Belarus","Belarus","6","0","0","2020-03-04 09:00:00"
"Indonesia","Indonesia","6","0","0","2020-03-08 13:00:00"
"New Jersey","USA","6","0","0","2020-03-08 21:00:00 * CTY: Bergen 4; Camden 1; Hudson 1"
"Pennsylvania","USA","6","0","0","2020-03-08 22:00:00 * CTY: Delaware 1; Wayne 1; Montgomery 4"
"South Carolina","USA","6","0","0","2020-03-08 22:00:00 * CTY: Kershaw 1; Charleston 1; Camden 3; Spartanburg 1"
"New Zealand","New Zealand","5","0","0","2020-03-07 15:00:00"
"Dominican Republic","Dominican Republic","5","0","0","2020-03-08 20:30:00"
"Costa Rica","Costa Rica","5","0","0","2020-03-08 13:00:00"
"Hungary","Hungary","5","0","0","2020-03-08 13:00:00"
"Arizona","USA","5","0","1","2020-03-07 18:30:00 * CTY: Tempe 1; Maricopa 2 (1 presumptively positive); Pinal 2"
"Maryland","USA","5","0","0","2020-03-09 02:00:00 * CTY: Montgomery 4; Harford 1;"
"Bulgaria","Bulgaria","4","0","0","2020-03-08 13:00:00"
"Senegal","Senegal","4","0","0","2020-03-04 20:00:00"
"New Hampshire","USA","4","0","0","2020-03-07 12:00:00 * CNTY: Grafton 3; Rockingham 1"
"Nevada","USA","4","0","0","2020-03-08 22:30:00 * CTY: Clark 2; Washoe 2"
"Kentucky","USA","4","0","0","2020-03-08 23:30:00 * CTY: Fayette 2; Harrison 1; Jefferson 1"
"Bosnia and Herzegovina","Bosnia and Herzegovina","3","0","0","2020-03-08 13:00:00"
"Bangladesh","Bangladesh","3","0","0","2020-03-08 13:00:00"
"North Macedonia","North Macedonia","3","0","0","2020-03-08 20:00:00"
"Slovakia","Slovakia","3","0","0","2020-03-08 13:00:00"
"South Africa","South Africa","3","0","0","2020-03-08 13:00:00"
"Luxembourg","Luxembourg","3","0","0","2020-03-08 13:00:00"
"Malta","Malta","3","0","0","2020-03-07 20:00:00"
"Wuhan Evacuee","USA","3","0","0","2020-03-02 17:00:00"
"Rhode Island","USA","3","0","0","2020-03-07 03:00:00 * CTY: Providence 3"
"Tennessee","USA","3","0","0","2020-03-08 23:30:00 * CTY: Williamson 1; Shelby 1; Davidson 1"
"Nebraska","USA","3","0","0","2020-03-09 01:00:00 * CTY: Douglas 3"
"Iowa","USA","3","0","0","2020-03-09 01:00:00 * CTY Johnson 3"
"Morocco","Morocco","2","0","0","2020-03-06 14:00:00"
"Latvia","Latvia","2","0","0","2020-03-08 13:00:00"
"Cameroon","Cameroon","2","0","0","2020-03-08 13:00:00"
"Maldives","Maldives","2","0","0","2020-03-07 18:00:00"
"Albania","Albania","2","0","0","2020-03-09 01:00:00"
"Martinique","Martinique","2","0","0","2020-03-07 04:00:00"
"North Carolina","USA","2","0","0","2020-03-06 16:00:00 * CTY: Wake 1; Chatham 1"
"Indiana","USA","2","0","0","2020-03-08 21:00:00 * CTY: Marion 1; Hendricks 1"
"Minnesota","USA","2","0","0","2020-03-09 01:00:00 * CTY: Ramsey 1; Carver 1"
"District of Columbia","USA","2","0","0","2020-03-08 14:00:00"
"Virginia","USA","2","0","0","2020-03-08 14:00:00 * CTY: Fairfax 2"
"Xizang","Mainland China","1","0","1","2020-02-12 07:00:00"
"Cambodia","Cambodia","1","0","1","2020-02-12 07:43:02"
"Nepal","Nepal","1","0","1","2020-02-12 14:43:03"
"Sri Lanka","Sri Lanka","1","0","1","2020-02-08 03:43:03"
"Afghanistan","Afghanistan","1","0","0","2020-02-24 12:00:00"
"Nigeria","Nigeria","1","0","0","2020-02-28 02:00:00"
"Lithuania","Lithuania","1","0","0","2020-02-28 11:00:00"
"Monaco","Monaco","1","0","0","2020-02-28 23:30:00"
"Armenia","Armenia","1","0","0","2020-03-01 19:00:00"
"Andorra","Andorra","1","0","0","2020-03-02 12:00:00"
"Jordan","Jordan","1","0","0","2020-03-02 13:22:00"
"Tunisia","Tunisia","1","0","0","2020-03-02 16:00:00"
"Ukraine","Ukraine","1","0","0","2020-03-03 10:00:00"
"Liechtenstein","Liechtenstein","1","0","0","2020-03-03 22:00:00"
"Serbia","Serbia","1","0","0","2020-03-06 11:00:00"
"Bhutan","Bhutan","1","0","0","2020-03-06 11:00:00"
"Togo","Togo","1","0","0","2020-03-06 16:30:00"
"Vatican City","Vatican City","1","0","0","2020-03-06 16:30:00"
"Colombia","Colombia","1","0","0","2020-03-06 22:00:00"
"Paraguay","Paraguay","1","0","0","2020-03-07 23:00:00"
"Moldova","Moldova","1","0","0","2020-03-07 23:00:00"
"Wisconsin","USA","1","0","1","2020-02-05 21:53:00 * CTY: Dane 1"
"Oklahoma","USA","1","0","0","2020-03-07 01:00:00 * CTY: Tulsa 1"
"Connecticut","USA","1","0","0","2020-03-07 20:00:00 * CTY: Wilton 1"
"Hawaii","USA","1","0","0","2020-03-07 03:00:00"
"Utah","USA","1","0","0","2020-03-07 03:00:00 * CTY: Davis 1"
"Kansas","USA","1","0","0","2020-03-08 01:00:00 * CTY: Johnson 1"
"Missouri","USA","1","0","0","2020-03-08 02:30:00 * CTY: St. Louis 1"
"Vermon","USA","1","0","0","2020-03-08 13:00:00 * CTY Bennington 1 (presumptive positive)"
